Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,129414.47665441004,304280802403,144428.7512403701,4137216054072
000012.SZ,74444.2504910322,940371552508,81695.83801960877,7474927046564
000021.SZ,110806.43300911153,31569917760,120270.68609870317,366326182181
000027.SZ,61136.531351470185,48142353601,66080.46054123605,304333067678
000031.SZ,35872.708805377966,48664703678,38474.413690541245,181554023666
000039.SZ,74696.58292830335,30950070203,80520.25188990799,239663313476
000050.SZ,87291.13562770051,14968148507,93765.12950156591,135455182160
000060.SZ,43533.02279549501,121508617770,47279.71645042654,546972906804
000062.SZ,127621.2341244898,17759911339,137986.17721195557,235069401915
000089.SZ,66845.64926977716,24675516224,70931.19806981238,171439086343
000155.SZ,193889.0082436785,55615270519,209204.2300159755,1123849675045
000156.SZ,69436.4636143887,10050626800,74118.8251669144,72727283600
000400.SZ,181027.08722582526,80552789827,200462.11213130745,1532839502290
000401.SZ,89723.43087145836,34728502751,95093.9374281202,321663859508
000402.SZ,54786.39162690605,70965938245,58232.195706202794,404181423089
000415.SZ,22344.63151718277,52603907913,23697.50104122651,120943534846
000513.SZ,305895.5078223851,30897799308,324963.2377039245,981580238864
000519.SZ,259132.50269259472,177614950450,288418.7426237954,4842630542266
000537.SZ,135230.5661472318,123622753288,149983.1735680274,1754465366151
000540.SZ,15346.263417617502,254427785870,16399.935099196162,406934865807
000547.SZ,108216.81396469302,117505319398,117661.8621291095,1326826320491
000553.SZ,97099.99029177599,13192608652,104017.38246935101,132566695696
000559.SZ,50608.27793520648,38837637911,54580.769504336786,204858738729
000563.SZ,31184.218007124735,74747242742,33506.66758901352,240676723332
000581.SZ,178089.67395055847,9254459127,190485.65089423323,170867950627
000591.SZ,71419.18964760556,191859642750,77878.80168097421,1431207311372
000598.SZ,51301.24476191276,33141666673,54029.52906768564,175122478571
000623.SZ,139238.1592772345,16392732825,149933.53606446297,236356939442
000629.SZ,48975.03050185679,538722020745,53727.57068259055,2774224013823
000636.SZ,156564.62272136574,17547203628,167308.94096123773,284372046394
000656.SZ,24396.6608302585,762148681743,25957.507324469905,1931631778356
000683.SZ,76399.35450931391,160089462058,83147.48583697942,1278849473122
000703.SZ,85967.21916654252,41560987800,93150.599304013,370746480633
000709.SZ,23564.43306562989,171007449560,25125.195714625446,417053142755
000728.SZ,67558.25279940508,220401116151,73338.89904897129,1549178738629
000729.SZ,85389.58750392344,38333151558,92601.55974387813,342235696441
000738.SZ,271702.79228706565,34574793182,295955.13313174894,973487536429
000739.SZ,168918.71501133378,35861651197,180142.67786802162,630149029686
000750.SZ,34678.16863585507,68491520437,36925.23156229334,244958892626
000778.SZ,38489.2553320579,79614958062,41421.11451138946,319561591355
000783.SZ,54689.34867507651,39460772685,58838.71595190023,223158326554
000785.SZ,40391.575696446555,22519118500,43348.81920599761,94270863652
000807.SZ,101337.67657811506,392345685074,111363.93217656313,4172894093866
000825.SZ,47394.2980841709,68112262166,50546.7467636062,335267319300
000830.SZ,137807.1099727616,57612661572,147023.8722908057,817417442675
000831.SZ,254721.39624188902,41696033071,277310.2480482531,1103139014041
000869.SZ,298597.75506367127,3418654686,315710.95693721407,105063286547
000878.SZ,108627.82086400191,40730386354,119530.91739544962,462873565476
000883.SZ,46510.75947298096,126293738244,49849.0188480125,606683985848
000887.SZ,152656.57086016785,84122587109,169132.11756793252,1348437256040
000898.SZ,28195.80006119643,80398621383,29648.8245083614,233994474284
000930.SZ,82945.33335763554,49339172893,90490.32062693987,428113740245
000932.SZ,43643.23169747854,151091479231,46018.117397415896,683386857079
000937.SZ,68375.2793050647,138914537823,73479.91410117589,990829727869
000960.SZ,133224.74274409,46277110895,144098.60230945898,642614950115
000961.SZ,26503.6868639492,223506165634,28404.745337962886,616701811902
000967.SZ,46842.24989680598,17305424185,49983.210831970886,83816000588
