Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,143584.18025120712,150242097224,157614.13542609123,2229204728071
000012.SZ,63085.35664800393,41293085515,67074.24542844853,267177733951
000021.SZ,119557.2905269063,30796095246,129128.08994445804,378217475028
000027.SZ,62027.91091075981,43424820728,66538.41933176256,277406816760
000031.SZ,35294.926711506945,36154147936,37895.86808206804,131511208753
000039.SZ,76800.29961990404,34942324789,82191.69371316372,276401653790
000050.SZ,89403.40158001886,12963408109,96525.89234886024,119272989653
000060.SZ,42323.57608355812,66507194358,45090.37857798211,288846135637
000062.SZ,126103.1903106981,22767294967,135626.74828727244,297560594446
000089.SZ,64269.93469014192,10866268292,67533.39876476713,71854920388
000155.SZ,187459.75274343014,32780526581,202763.0235864306,635480110314
000156.SZ,72550.11324670976,9604651670,76824.07832987468,71351797643
000400.SZ,190989.8253821283,55813822746,205490.3116073417,1106125199735
000401.SZ,88406.7513266896,32135993187,94009.04065876517,290820670329
000402.SZ,53243.135907526965,77787216671,56610.46620903488,424379265730
000415.SZ,22247.684752102326,129595851054,23702.819887192887,298225755208
000513.SZ,308623.9055640422,43109600693,331066.1834366102,1380491445242
000519.SZ,294817.1504867088,60168377908,313474.47754801804,1833736166688
000537.SZ,141712.12284638308,61759404569,152303.34279469735,907848887761
000540.SZ,15177.145242162114,139911119500,16219.677611459767,217874286565
000547.SZ,107345.10242981753,92035044697,115998.70656204903,1014428269342
000553.SZ,100424.77298465834,15327991380,109055.23743572904,160287022110
000559.SZ,53172.675933697785,26622486476,56832.451899146814,145471320863
000563.SZ,31278.241341018325,55413203751,33318.74736395714,177702454890
000581.SZ,177485.98337242226,4279705262,189621.50452201808,78751521930
000591.SZ,77269.69750148525,110981123783,82430.43836885637,879882856689
000598.SZ,51435.530850616415,65333981082,54009.82294332191,343905994323
000623.SZ,137662.91133007043,8890430825,145923.33753211415,125457007801
000629.SZ,53863.96425741887,503699032796,58482.74306103149,2840341517696
000636.SZ,159015.6088802645,52455187113,172059.08125749056,858409346223
000656.SZ,24322.000372449806,243142164134,25873.224727638633,606133110019
000683.SZ,84512.39280052097,113664435203,89662.03338083818,993129907040
000703.SZ,88822.95374164623,21127636508,94001.19817861958,192761251808
000709.SZ,23774.224423248135,139898613921,25197.610664751748,341227007385
000728.SZ,69797.64226786557,258112122498,75205.01163261099,1847134928386
000729.SZ,86668.16596995085,67290041424,93977.46108671268,604886622802
000738.SZ,259170.24568077584,22592080072,274948.0177605608,604662289303
000739.SZ,175431.32703388963,20877485245,185109.7005460542,375286959194
000750.SZ,34644.36704284413,64390274764,36947.92972994978,228678897663
000778.SZ,38558.805306525515,119694867038,41035.61510851933,475124586618
000783.SZ,55659.974767360036,52189799482,59274.63944405886,297238992548
000785.SZ,40261.152271447194,20079230147,42689.30604112595,83109615089
000807.SZ,96657.18211511575,129234904689,103432.65572625729,1293807839030
000825.SZ,46937.78472674154,36884548824,50108.32241100917,179362216797
000830.SZ,132868.2472364868,33307561191,141343.50135508692,453728383938
000831.SZ,253485.7173695386,18895045393,272342.62519480597,492968455259
000869.SZ,290330.771749662,3343285196,308060.3830596426,99904213084
000878.SZ,104763.68658338413,28031386759,110981.08209291866,300950943697
000883.SZ,47803.793496654725,76866122140,50784.871362816324,378532624041
000887.SZ,153085.5674161123,61998567565,165595.50593783503,988298716940
000898.SZ,27816.86354437974,71679732628,29238.603572210646,205176455585
000930.SZ,86004.04684639811,24381084181,92820.96453966227,216328921229
000932.SZ,43082.89533257525,76239261958,45619.2045396554,338758826118
000937.SZ,69186.1595846436,188472820015,73549.00454876428,1340784916536
000960.SZ,130027.77865350577,57687020491,138330.46755163657,774539373350
000961.SZ,26241.33311993776,140639657010,27828.523070816456,378730877724
000967.SZ,47182.825716046995,13362311560,50186.68975110613,64524227920
000987.SZ,62782.70399620362,46747491121,67292.61304715528,301709807528
000988.SZ,205273.58016875482,20692233214,220668.22611853428,437772575148
000990.SZ,105355.60337378348,56341979127,114146.39976185857,614195105444
000997.SZ,130904.38758395967,13423973955,141612.11708113694,181272952527
000998.SZ,148079.75362833432,60825653630,160677.20492093367,927255524808
000999.SZ,374712.0461879182,11249128780,401091.5432213962,434138511083
001203.SZ,104256.2817265831,4532156625,111178.52246163676,48605280761
001872.SZ,153770.52412244142,8755324400,162453.16143819658,138799482471
001914.SZ,166586.27252529093,13580900060,178271.07137585507,233830389434
002002.SZ,41210.09052740939,1127327419805,45469.50077834782,4923511692112
002010.SZ,55127.45819965474,33603040447,58153.99886994508,189741332882
002019.SZ,111605.26745350262,16001108915,120069.1678498956,185074264736
002025.SZ,696606.0916957567,5823382949,756264.7295122928,417718573483
002028.SZ,396759.64024557115,14262546751,423624.57760362874,588481983752
002030.SZ,175012.26171914375,47022480008,186863.27294508668,844667292532
002048.SZ,130440.57799527598,20224378859,141856.8898258312,274461381018
002056.SZ,206116.3387719431,52101287665,222302.17929002835,1112299064769
002065.SZ,57608.43446048145,25812235623,61182.15576008497,152530940800
002078.SZ,116194.78590054324,32881732008,123215.94572930073,392547039132
002080.SZ,224733.66670933846,28038645221,239093.7143354784,649182224709
002081.SZ,49240.699309939926,42664420676,52524.18456088363,216181031711
002110.SZ,50902.47463428094,16234032200,54180.33325658114,84414680435
002124.SZ,74429.27723477349,200732506887,79854.17035306359,1540553480629
002127.SZ,46324.82315827127,29803438294,50222.752096095996,142134684886
002128.SZ,135132.72709364048,138582949434,145220.9832803472,1951450955458
002131.SZ,19643.844994649087,228277245241,20877.45545375012,458074584125
002138.SZ,237262.22838967398,13976915359,256902.90445919093,343735687875
002146.SZ,27207.096664729277,74940899604,29025.261710072802,209967481331
002152.SZ,89247.71850221467,38194589629,95448.13292208083,350605110439
002153.SZ,127893.84085187012,9145808091,138315.1863806328,121046879039
002155.SZ,117782.25528950378,24314950807,124627.15110812405,294888740394
002156.SZ,175133.43026237853,130776659447,188725.57923785484,2359846870362
002183.SZ,56103.267416695904,65501391533,60786.44127688376,380951954577
