Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,143137.95184209413,175578874943,153858.64514891614,2599657381999
000012.SZ,63240.26890333202,85245802452,68283.99495924714,553668678920
000021.SZ,119610.12080128588,38645566112,127168.22091406082,476291805830
000027.SZ,61109.6466177474,29235278891,65739.15096249964,184656722998
000031.SZ,34837.39776489859,17822252092,37234.25799029314,63623518080
000039.SZ,76899.94111407128,27251276068,82382.55290776055,215576222191
000050.SZ,89682.80953124036,12212811421,96360.19491429233,113379506223
000060.SZ,42210.72403629206,53897930253,44896.79872979619,234093013707
000062.SZ,126375.16082331435,32302337483,137768.31841419032,422851160380
000089.SZ,64832.15836356468,17422793289,68123.28775552429,115878380009
000155.SZ,188758.05168743597,34020684301,202607.79491610953,666654438031
000156.SZ,72666.61221802291,15416482555,76612.81729975055,115113017813
000400.SZ,191466.2744733828,55082673151,205985.92985201723,1088041912676
000401.SZ,88957.63934555103,31707949553,94771.07680127835,288481437565
000402.SZ,52762.853746664165,56701937699,56972.9013961623,306643462127
000415.SZ,21560.131151626894,48118166350,22973.219932184424,107314783349
000513.SZ,308236.0759035805,32964750198,324304.76312487037,1045155486256
000519.SZ,294022.23288418294,82615426509,311802.48227981356,2506418773851
000537.SZ,139971.61647202974,68315533352,150152.0105185159,994288785850
000540.SZ,15140.92981465631,136811091949,16177.721305637495,212894006095
000547.SZ,106518.74549573922,128350758426,114099.68502857773,1407349636406
000553.SZ,102477.65125970634,37364707770,109806.303705383,393926002172
000559.SZ,53062.997601858144,28139766931,56503.450280709876,153467607834
000563.SZ,30996.938839362792,54778996163,32916.919061921544,175011773054
000581.SZ,178270.41938366252,4542390394,190393.4483891226,83696956941
000591.SZ,76651.51680886511,111530136355,81695.37795632293,880187429552
000598.SZ,50672.28450072149,30990674603,53235.36724225135,160933891058
000623.SZ,137853.745734354,7498325267,146186.68581400023,106013846729
000629.SZ,53879.4939017716,385443113520,58534.09367183925,2159628206852
000636.SZ,165468.88510291802,12260580345,175612.04697225007,208446485820
000656.SZ,24420.581360286138,271276088100,25973.890278918334,680486601072
000683.SZ,82963.65857002494,78167371998,88298.8963785313,665966981559
000703.SZ,88729.44976729646,25046283075,94194.87644001184,227637452044
000709.SZ,23578.216034153367,125285534811,24962.994382679335,304216268918
000728.SZ,69331.26916328238,299168739004,75219.00079610063,2154504378205
000729.SZ,87767.4996448712,88870763241,95255.11071203956,803554922457
000738.SZ,253967.88794809725,19706572237,275287.17088964675,526349860782
000739.SZ,175775.83023644064,24477192677,186836.61015348785,441846452902
000750.SZ,34489.016526603846,50991273507,36915.12108450445,180633705274
000778.SZ,38137.69013093172,77907767445,40482.175176643665,306432671186
000783.SZ,55190.317280781754,38629471543,58810.74916169835,218870121031
000785.SZ,40286.151684916345,16338716200,42821.60448051608,67815805583
000807.SZ,96882.96297859937,147343746449,103775.53908266686,1470065548690
000825.SZ,47318.386581698134,47100943526,50143.05357375433,228885206676
000830.SZ,132597.94410765744,26196361884,142122.35060801473,356285952125
000831.SZ,255081.3271054562,16865973503,270465.9301416449,441041721101
000869.SZ,291635.89998238056,3881916908,308766.34574151254,116391190148
000878.SZ,103930.27363612723,30765356371,111159.95435648238,330957868520
000883.SZ,46859.47983357784,55398712513,49706.382268001405,268960884081
000887.SZ,156867.10415794098,51348700160,168496.6460049516,838617590632
000898.SZ,27606.91472379814,45364564552,29169.669102818592,130353417779
000930.SZ,85734.35115683258,34283540541,92302.1601592523,303817253335
000932.SZ,43379.61520001705,79126145189,45691.19605130198,352493932353
000937.SZ,66764.96036839756,97011137031,71615.04643953187,670476456595
000960.SZ,128747.950815634,74266935384,139209.09552415882,984801910983
000961.SZ,25993.665534420215,126296891983,27805.58620903076,336783170884
000967.SZ,46947.92233375907,10767097698,49594.47899892244,51648736469
000987.SZ,62462.74450207261,40046200051,66734.83523608727,257987084950
000988.SZ,205109.2270659079,16990231864,219224.93711192993,359316861767
