Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,127948.88864870388,95424451900,137329.3452213577,1257777801063
000012.SZ,69356.40859332061,66347085605,73211.89144045269,471844070836
000021.SZ,115817.0544443494,36524213351,124722.00402112043,437272287344
000027.SZ,59322.1515127267,72589812657,63638.499007004044,440145002834
000031.SZ,34906.032872798554,39809610847,37154.102524605114,144164457140
000039.SZ,71241.97093616499,27325706117,75307.79564068282,199267184790
000050.SZ,89322.4891067438,10165538703,95663.89820115379,93437915046
000060.SZ,40435.707699087616,45327124927,42962.4442884464,188752451847
000062.SZ,110255.38934364828,4973007531,117831.6967348806,56819065490
000089.SZ,65622.55402753188,18521259168,69864.86739653829,125450552573
000155.SZ,202707.23623298752,54915482888,215752.85259426592,1145253688554
000156.SZ,69612.29317602116,5742228158,74730.26225244116,41509989048
000400.SZ,218217.19930595323,39136943004,234210.57130390132,878387665172
000401.SZ,82634.24551274712,9830711661,87755.13048549643,83916640696
000402.SZ,50501.90786226553,71094445260,53785.281844166515,371213841069
000415.SZ,21752.009198667085,50653241348,22900.293123736632,113551757297
000513.SZ,354207.3026912779,17632053198,382748.7515052384,648390658687
000519.SZ,217125.71437109966,118296489026,232597.34408611807,2644065831240
000537.SZ,142348.03050981913,54184092328,153879.40071881947,800510675983
000540.SZ,15201.993098890085,271579029617,16517.468691808037,430083622641
000547.SZ,101553.17368863683,45858163577,108680.50785805957,479005173379
000553.SZ,94026.5523814595,7585814719,100142.492407855,72892563525
000559.SZ,50098.25636045865,12820607052,52550.183039119685,65890781276
000563.SZ,30626.568275353642,28421681353,32428.155975876223,89289847951
000581.SZ,172554.3824323917,4882506400,188142.55080919733,88895981737
000591.SZ,72288.64448178989,123967569551,77157.74035231181,921607358688
000598.SZ,48728.12965050189,21344938088,50939.60581541752,106370603935
000623.SZ,145081.8286653209,13899257130,158218.37148320937,210624106470
000629.SZ,52187.119488604985,774854790002,56243.29796442588,4194253425215
000636.SZ,152343.44859834661,16722280696,163327.98033029857,263441412762
000656.SZ,19819.73385402951,463066098023,21458.254216596433,969002657376
000683.SZ,72238.6433610641,258143351197,76916.12356538716,1923074461459
000703.SZ,69258.18275749731,26231864151,72464.68116398345,186243344348
000709.SZ,23215.459415433084,180266685740,24663.783985542013,429250438345
000728.SZ,66182.41650565593,99074058632,70456.44353273042,672643302359
000729.SZ,94880.18195736254,47461762688,101778.0438588293,467263616846
000738.SZ,261826.81380452355,16091523216,278239.8010376206,433959782515
000739.SZ,210635.59726915465,17308122267,225794.6999434925,375356665385
000750.SZ,33508.88570655017,42439749464,35642.76654643177,145919617247
