Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,124393.24467082233,65836833188,135333.1446858019,841976252000
000012.SZ,68804.0829931062,51709352357,72766.2757351495,364400814751
000021.SZ,110042.49628698725,24420305346,118541.10238405813,275614555851
000027.SZ,57827.60113096183,27930987392,61418.93002626246,166078826279
000031.SZ,38241.261034259165,198621005829,41394.12340410185,788709745510
000039.SZ,69516.01434889456,21858865765,74318.3839182264,156071423440
000050.SZ,90368.97744925224,16939253947,96396.36956649972,157352869005
000060.SZ,40714.13529816895,37918382074,43398.316285118344,159226464659
000062.SZ,118613.14938482278,16976049352,129693.22740033697,207538280798
000089.SZ,75152.61809903591,30083785762,80843.87724448506,235071875202
000155.SZ,182723.42407369678,24439362914,197770.8106022457,462297164847
000156.SZ,70998.11369997344,7176459847,75965.3957853058,52847861414
000400.SZ,188947.5311737314,38884643837,201851.86027699814,760504247224
000401.SZ,84861.14234350604,46295377074,90707.51381616347,406392403323
000402.SZ,56114.52247569111,74843601299,59629.25894187172,432753974218
000415.SZ,22108.03204823612,66061041991,23396.41615635494,150113573744
000513.SZ,342432.79111206264,26774529794,366027.9134456515,943721137885
000519.SZ,194098.72952628924,72645458397,209204.06387339643,1457133116669
000537.SZ,125230.48401230876,32875443211,134166.42209929138,422297328128
000540.SZ,15752.305927572363,215361540927,16994.32355174738,350799550772
000547.SZ,97039.45349412032,57833965150,104381.21921234985,577183451580
000553.SZ,93647.06537915449,8061640718,98225.83149393376,77397501849
000559.SZ,50364.184583515,14036109216,53412.720041622364,72967674262
000563.SZ,30718.709094783884,44166555552,32713.21961534883,139203494114
000581.SZ,176739.60257437124,6278531276,188395.90033793592,114421780910
000591.SZ,67945.45989600709,78525816954,72371.15238180356,548903279816
000598.SZ,48595.351325756215,16600208501,50802.47623410015,82563424673
000623.SZ,155158.45881811896,25604396188,166893.22084145472,410998712302
000629.SZ,50570.65307245255,234084838387,54439.392401328965,1216430466618
000636.SZ,158933.60294720402,42822712486,171075.1936992914,695769812898
000656.SZ,21017.46310664855,421253171320,22469.764010739542,912719798184
000683.SZ,80394.46337550707,216115110448,85989.63527129938,1802100847384
000703.SZ,69302.38606207057,51813319622,72345.02286182703,366555403999
000709.SZ,23144.30986356782,154095039425,24619.497483879866,366955232582
000728.SZ,65724.75776900417,81946047641,70085.84162793738,551997567950
000729.SZ,103753.0138922637,20882087561,111235.42601216583,224394166196
000738.SZ,253125.72093442877,11635618983,269499.68030875793,303082062147
000739.SZ,205651.35298366426,31776782112,219883.33082311033,676535121911
000750.SZ,33260.87381387962,38625009155,35067.53231172358,131757601212
000778.SZ,36754.51392742127,97994440366,39316.445539690736,372750456694
000783.SZ,51974.89902048663,25891672110,56735.344687500554,141711139993
000785.SZ,39451.417540010676,20801315397,42326.03117629183,84604673727
000807.SZ,112661.65317102447,84909166095,121657.16111905406,986860671572
000825.SZ,43988.053758475166,123883015275,46743.094503685206,564015877991
000830.SZ,126489.97417151475,24883617206,134764.11137582883,324808389497
000831.SZ,334808.17439126637,46038362948,361923.89871277026,1597755326699
000869.SZ,300090.1656561813,3160501684,318209.2423276894,97766392684
000878.SZ,118914.67404940217,32256181319,127229.35468959552,392456628012
000883.SZ,41608.05741734776,27903032907,43551.107268417065,119034490209
000887.SZ,139583.17578704449,65732004601,152865.698331596,963511343934
000898.SZ,26868.898377153346,74494043183,28786.92827979942,207685766796
000930.SZ,83690.86847481974,27558525113,90070.14473543792,237906114596
000932.SZ,48359.53177394068,330863686196,51138.25666986475,1652701048916
000937.SZ,65528.167059727355,58346169494,69114.95009643979,393629114461
000960.SZ,131964.237716371,27417140051,140637.3482513029,371633730057
000961.SZ,23687.189085909376,208538598339,25222.095646557922,507664716590
000967.SZ,45887.83772801264,9077594500,48737.85952612332,42734262939
000987.SZ,61515.832185954474,26385861125,65835.7329297697,166592693772
000988.SZ,170843.39506089062,20626655249,182999.60419803363,362202106568
000990.SZ,89439.31950283701,10127913083,95967.92046524538,92985358903
000997.SZ,131326.90475206065,14742464967,140001.12513578503,198295611666
000998.SZ,156803.26884223623,47130006365,169720.5638067657,763339658184
000999.SZ,471976.67607089295,28833999208,503044.1089957884,1399075080205
