Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,157518.33558737097,490496547885,173642.01522051427,8058237170035
000012.SZ,68642.12909266581,186587193305,73795.1962757985,1313555313820
000021.SZ,132229.1064248522,187556371826,144397.4677848449,2557492559869
000027.SZ,61358.8687665996,40124480062,65552.65780056482,252679264215
000031.SZ,33626.1014980944,21404849173,35988.989839373855,74324244013
000039.SZ,135586.42426800035,40028542241,143368.3923903609,556731982764
000050.SZ,99166.96109425978,21160123504,106775.5132130473,216104978004
000060.SZ,44130.697601166015,199459335317,47102.03635226644,906690258178
000062.SZ,124212.492610046,7655137297,133174.44675339395,97661497757
000089.SZ,66198.16814599713,11676487300,70891.71517123203,79885126541
000155.SZ,217946.77470220084,109645573857,230151.75897622664,2454709073662
000156.SZ,71579.29067901199,6064034073,76469.44335616176,44388505275
000400.SZ,220953.93372116648,153306361096,235278.77299933505,3487642739182
000401.SZ,91153.80483690761,19894131664,97184.66525840203,186083906538
000402.SZ,54456.51025710189,28417145714,57818.24073157146,158950281903
000415.SZ,22166.882833500647,142846267847,24428.90653200724,330413052327
000513.SZ,310385.2801245399,8681683031,330861.46829690767,277089125511
000519.SZ,344176.9779487681,138819207642,370161.857443056,4964675533666
000537.SZ,124953.31233600702,191356989918,136229.7753316413,2462833533473
000540.SZ,15421.79834651251,214210242053,16455.000193474843,341033976791
000547.SZ,124222.70543101065,165706667631,132864.5860353825,2119085651596
000553.SZ,109946.76312083882,13124140425,115546.02908060332,147236084983
000559.SZ,59011.8172927399,51040088976,63005.274534699725,309459837260
000563.SZ,30479.214490245642,51660965042,32829.10184647715,161752447732
000581.SZ,183231.4084850998,7777128783,196570.47110851106,148301510395
000591.SZ,81665.0335741579,140758217063,86537.21371821727,1179962653184
000598.SZ,48249.35775516838,24255972151,50839.1859838164,120067343733
000623.SZ,138635.99833785978,12018634546,148784.77167016504,172713390615
000629.SZ,58790.0077805313,1171296915211,62639.14561568499,7093564928283
000636.SZ,179746.20054245574,46209281050,191468.3089553743,855553163246
000656.SZ,23994.622123641413,261027923905,25917.935212413573,649068976891
000683.SZ,91218.7836665573,111878291184,96958.1693517967,1053747796651
000703.SZ,92635.36953712875,40408506057,99754.83267865176,386529107883
000709.SZ,25610.60801560639,321496653582,27033.41460303827,843881381410
000728.SZ,70232.84977323684,1066482438348,80503.88567205238,7969264896688
000729.SZ,83667.69205993274,85390397808,90044.03907409238,741936248711
000738.SZ,290611.14425329264,20165814272,310552.4485197756,604407949529
000739.SZ,185070.99571109886,22080293476,201130.65545822468,420278606393
000750.SZ,34627.774937297654,60494184235,37339.61688497991,215648490994
000778.SZ,41274.11271270274,95655372406,44317.523782288255,405237410491
000783.SZ,53484.33834876893,36367136038,57264.47620104846,199135918626
000785.SZ,39530.75161248243,13219306800,41959.64249939734,54087627031
000807.SZ,103399.05541730208,475036212063,110580.12778139682,5054356055670
000825.SZ,48831.64177865401,63178532451,51795.58389234974,317280203058
000830.SZ,139533.40216934617,94171985936,149494.10699365,1351816450289
000831.SZ,288345.8232154775,124232846418,307893.25026543543,3698646258163
000869.SZ,292031.66891337343,10898893070,315948.84481815615,329312984951
000878.SZ,111604.18770575752,35511248882,122515.2375149622,420299828567
000883.SZ,48056.96232608697,62323506940,51339.34692448631,307033780437
000887.SZ,189078.60023481442,65259551546,203837.99503021582,1288530160868
000898.SZ,28889.715409000408,48747255289,31102.292929575797,146068533345
000930.SZ,86079.44101067528,26974900509,91996.90935592237,240143505385
000932.SZ,45573.64273512435,131384739025,47833.11838476429,610661822575
000937.SZ,67981.26516665265,125612417184,72291.42480969311,880875455525
000960.SZ,151456.9728907512,64154986391,162494.49839290045,1001154836495
000961.SZ,26147.3023063176,192938324001,28545.593232526215,523085696060
000967.SZ,48597.32486711155,14755007114,52121.17893592739,73411715878
000987.SZ,63116.2362077432,49731716585,68570.00337279345,324272839987
000988.SZ,227908.29263826806,30619620583,240847.0473335163,716422393344
000990.SZ,101572.45581818823,10062685067,108836.7104048168,104982695945
000997.SZ,143741.65877303405,50391241782,154864.43151902925,741836867189
000998.SZ,148996.55812157394,59162695538,158057.34186385726,904205314190
000999.SZ,364467.51002908824,14920187824,385733.66690991103,556483233294
001203.SZ,110029.75366894098,36347022115,117510.06346336944,411422440188
001872.SZ,151630.5382479618,3223508147,161467.64554195854,50881772833
001914.SZ,156506.05505451572,11035704010,168112.37859624813,178745633515
002002.SZ,36779.53859444368,161103970904,39125.9664538015,608206567906
002010.SZ,55321.568430210944,33708753613,59354.77719677195,192243257048
002019.SZ,118714.51314275026,13785063011,127058.64579285859,167719303298
002025.SZ,730535.116903184,5219154979,793163.2731751124,398810259897
002028.SZ,459599.9902500897,19438783961,485199.58816303156,913902482091
002030.SZ,175884.7666086535,38120393489,188611.5278366884,685201596182
002048.SZ,162694.93876545128,35262237085,177298.65406570805,590520151287
002056.SZ,228811.5061487753,96133241678,245369.6944720592,2280770173571
002065.SZ,60674.080103353386,62599908492,65004.96855421524,388266633578
002078.SZ,114847.46650083974,21265521120,123449.97005454094,251374426562
002080.SZ,261897.00977073057,46126833019,278848.64401563845,1242999001279
002081.SZ,48056.27472976549,24931134359,51185.845968399764,123259577679
002110.SZ,53146.05047820121,12849545992,57206.64663237489,71405031726
002124.SZ,66661.6365145868,137071733847,70685.34208198907,938152707680
002127.SZ,48267.20122841793,36311475124,52020.1766301813,179699425242
002128.SZ,134967.27613412,110390810476,142373.5511246686,1530926733233
002131.SZ,18712.883917025156,149228537148,19927.71707493071,287747214049
002138.SZ,272386.7625508122,28850595170,292745.9681024533,810343556347
002146.SZ,27247.106483724503,90724853260,29316.935723503964,255034951621
002152.SZ,91122.15020766377,54716064305,97960.1483876004,510268206975
002153.SZ,132797.24540668642,12415962542,142908.148526669,169227560504
002155.SZ,129286.80354719234,94117533113,140719.18951254163,1258454560642
002156.SZ,216402.23104087348,469166579036,239956.92930967355,10622936788136
002183.SZ,60196.56219027853,125624978399,64884.41505732974,779993099679
002185.SZ,101474.06829730794,304782586406,110592.32233173576,3203311241861
002191.SZ,94157.19281190603,119541311094,101612.21080187696,1157706366071
002192.SZ,1250972.5885433732,30436906052,1334906.9950041818,3962773039926
002195.SZ,21690.421443638414,160274985368,22749.45366351834,355774187382
002203.SZ,114899.122214926,6655717183,122503.83649207503,77974782731
002212.SZ,89647.33336266146,38102153743,95014.62623509431,350233600921
002221.SZ,82787.50080403998,25092719676,88182.0694025671,214677243589
002223.SZ,269475.3930567494,13532604408,289756.97478420625,375254583598
002242.SZ,156074.26601210277,12066292828,171283.60865488075,192941395791
002244.SZ,82225.1027686729,58729166966,87375.5166524292,497959624849
002249.SZ,61983.88683829151,93547015798,66026.99595006734,594327072960
