Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,117107.91163078141,37092583553,126404.63297731713,446026660558
000012.SZ,65147.36526691601,25197977303,69731.44011599563,168952039313
000021.SZ,103382.8784821714,7813879823,111101.67901846216,83668982305
000027.SZ,59050.71751735884,40025188584,62262.49244199823,242929246366
000031.SZ,36697.05942519094,65674691494,39889.34808000807,248429003551
000039.SZ,67929.76026718598,17459281271,73138.83162256044,121664841057
000050.SZ,84484.60301517627,11895771646,90052.52225636109,102907790641
000060.SZ,40006.167979498976,29400820160,42414.64430463938,120740759595
000062.SZ,117513.96143573221,7277211266,125929.13448383208,87826922277
000089.SZ,75455.93051992354,18993158720,80558.56625565012,148419375615
000155.SZ,175037.6249613552,19662166122,185923.62219646617,353431106005
000156.SZ,70671.12097291593,3773853052,75635.87667656069,27613399617
000400.SZ,194130.7015704385,32948578348,210228.22303943045,659385534048
000401.SZ,79971.73793849304,12092725165,84963.56744810288,99103795364
000402.SZ,51629.36892772953,66406788098,54876.21318111348,354054010054
000415.SZ,21219.021498763053,37799115651,22175.025132809158,81993971990
000513.SZ,318186.37885047594,19578166720,337810.4989302905,640802666677
000519.SZ,193203.15209984485,42790058037,206485.5353424401,852408249565
000537.SZ,128780.25048718789,83957205384,141264.07012560483,1121711662285
000540.SZ,14441.671021875427,91863947000,15298.307643957327,136916173995
000547.SZ,91312.52171565464,57233172120,98844.01651875256,537966869884
000553.SZ,88391.81349866807,4627355993,92844.9182514331,41772876758
000559.SZ,47605.44772265748,16080034045,50562.68696319852,78744299303
000563.SZ,29392.32309834298,38308589199,31037.59030625634,115085578742
000581.SZ,170023.03409304493,3377926678,184480.21231808653,59589969778
000591.SZ,71178.3142069778,564217735924,78950.28465544603,4174138503206
000598.SZ,47927.49748503769,14584852762,49966.97752862824,71135996360
000623.SZ,144517.79156352003,10499769140,155251.49073225568,157455874658
000629.SZ,45939.345126883665,212522834071,49800.16705071711,1005551177574
000636.SZ,145971.90923014577,17366851159,157062.13865044247,261717434183
000656.SZ,18506.52314299731,266962825515,19758.75393240343,509867233325
000683.SZ,75623.47208089592,71949819566,81351.45483403033,558081842893
000703.SZ,66337.438310502,30133904839,71571.38522483285,208938257644
000709.SZ,22002.289593103258,69368119765,23336.013271105385,157383353051
000728.SZ,62069.99124096851,46069749897,65365.788230508486,292097783860
000729.SZ,102448.26402845589,29372254040,108740.0106182982,308097141127
000738.SZ,249453.66643787356,15974766809,264958.10435778636,410290101690
