Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,120901.29788903624,203238687234,128785.43810143507,2530010649341
000012.SZ,65556.05398109199,42339230418,70506.40660051542,288795693917
000021.SZ,102863.78565998976,14188411639,110811.20745954342,152065157023
000027.SZ,56314.64863988829,33406632338,60137.20698809956,194299222755
000031.SZ,36460.06971449751,85675017863,39457.73568958072,328921234888
000039.SZ,67169.19238713308,13723202730,72445.28468666253,95214875994
000050.SZ,85405.20356478007,8350669327,91147.7964035629,74004436749
000060.SZ,39504.50628162697,31713229050,41891.01537248507,130156879198
000062.SZ,112176.19978971341,7441434049,121230.2375751789,87258994929
000089.SZ,74803.80888701236,32169639268,80478.39119414765,251272231321
000155.SZ,176349.73910569277,23477949232,190591.40953033892,429179909627
000156.SZ,69842.14357523239,4596338916,74865.27008320247,33603288790
000400.SZ,179690.7974112527,26689547631,192736.57016503936,500925418553
000401.SZ,82528.8433527896,12243469973,88491.50142812589,105029358582
000402.SZ,53241.193466192446,42912322380,56864.572908320166,237754425639
000415.SZ,21350.07962807269,44604166346,22582.318491479382,98693789162
000513.SZ,321690.55233490135,11241929407,342921.3079827394,373747440459
000519.SZ,186588.57556570618,47739782161,200315.15964501194,925108996125
000537.SZ,116751.28304391264,21130924969,125263.62292268376,255059148720
000540.SZ,14791.19400968688,106106151878,15779.981708016252,162986650392
000547.SZ,93462.11067424531,26744905968,100931.71503285978,258160701239
000553.SZ,89787.13589679422,4850420422,95137.14897780048,45230970710
000559.SZ,48998.970687008,11302836640,52163.40033875721,57027755999
000563.SZ,30049.31723257279,30202109940,31719.587068255976,93345785975
000581.SZ,171870.11649093556,5498939440,183676.71672790698,97907250351
000591.SZ,66922.91456163136,81112166844,71409.87898374324,558156875850
000598.SZ,47700.067328554076,11761577400,49884.1407809309,57666057100
000623.SZ,146527.7849751576,12478415285,157630.60027568796,190377345966
000629.SZ,46475.91314322823,171526402110,50222.36507380562,830568290646
000636.SZ,145706.73867449455,14942632187,155950.4724316552,225135919518
000656.SZ,19341.993496414776,391187154419,20431.22467243916,780159160163
000683.SZ,75683.34890788057,74332454041,82097.21682856389,582822492628
000703.SZ,65662.50895983164,27536975295,70401.61771331362,189307634437
000709.SZ,22238.16503701203,114330171723,23613.77735950297,264830063679
000728.SZ,62408.39335066861,64884132905,66722.64462003234,420170472784
000729.SZ,105042.58423825719,53536762516,111259.29270043508,581299378807
000738.SZ,245226.24463779663,10678045682,260075.4805600592,270321091685
000739.SZ,196351.92107154793,22937518932,209595.74293302506,465172716557
000750.SZ,32336.204043705082,27590005728,34340.27956661121,92099751142
