Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
000009.SZ,114205.82427357651,127932678524,122305.4017552844,1503591762839
000012.SZ,67900.49919191684,175058153490,72596.21045745692,1220798732543
000021.SZ,112128.66666475571,36418232030,119478.86908500477,419483742810
000027.SZ,56699.11080200787,66419981177,60200.82713091163,388824020693
000031.SZ,30664.2658070601,17390616616,33240.72938447297,54835820671
000039.SZ,65774.32879912716,28689667139,70121.67717895654,194075906087
000050.SZ,86825.12219043741,18285739436,93008.68640565877,164178553630
000060.SZ,37821.95561945158,144135672823,40294.645923321936,559651325405
000062.SZ,106219.59158409596,16004568812,113130.20253403658,175419836037
000089.SZ,62237.96645631483,33617739623,66705.56921295254,216666315507
000155.SZ,189968.51093937273,74512929124,201347.49759291648,1461767764141
000156.SZ,67445.9532523559,15273271621,70833.77857874968,105724326191
000400.SZ,187852.48225169914,161842420085,123122.1704586437,3088672099509
000401.SZ,73976.23459088178,23488804553,78867.36322582183,179509941412
000402.SZ,45318.63348040003,34361691249,48323.95727357638,160379495582
000415.SZ,21479.702619541098,86005444926,22954.36765717942,190903649439
000513.SZ,344071.84636631096,34753376282,370135.36737837415,1237258371627
000519.SZ,199211.24351340169,164766751950,213544.82849744044,3387949328777
000537.SZ,130569.04620238858,66175058444,140048.2009260447,889298131448
000540.SZ,13696.887006192503,263855168334,14758.132993421319,373736454155
000547.SZ,101461.6164167092,101561668588,108700.80838428414,1060570451971
000553.SZ,81363.77725759696,18115674487,89040.79509799305,155949138477
000559.SZ,49177.868805553444,22886265530,52089.22082226499,115464448402
000563.SZ,28477.732479087783,40684758585,29929.22403678562,118819698578
000581.SZ,166478.67497617312,11948213684,178419.21712649942,206216575575
000591.SZ,67567.36180978443,123630008032,71946.18719975257,858384642379
000598.SZ,46973.363720776324,53672700282,49112.40489554217,258624381535
000623.SZ,135275.6594144203,20125317010,144231.8367210471,281768252080
000629.SZ,44656.51162745789,413117053716,47654.68272964485,1902826540873
000636.SZ,134822.43085420845,36116110598,144265.8020759956,503322103113
000656.SZ,17070.05878794584,328961776490,18112.266048777725,578991335115
000683.SZ,63550.189595200674,81062602825,67445.23566737631,529097034497
000703.SZ,64343.620822660334,73127501692,68808.50570829287,487221917741
000709.SZ,21395.733897988845,89734675331,22582.71218474382,196617566305
000728.SZ,61825.18743274649,150399120233,65950.4060398206,954210103392
000729.SZ,84818.47053953249,60210767219,90743.34860495324,527011574535
000738.SZ,281759.1843664834,55887298588,306362.75489849516,1633017761664
000739.SZ,201937.42184751804,32274081856,216815.52434961512,673708756823
000750.SZ,32113.64154470732,77271068916,34521.97157987697,254612063972
000778.SZ,34175.58766638835,56450689767,36344.67556133694,198347109673
000783.SZ,51567.816639881756,59857809611,54895.79727882903,315694013884
000785.SZ,34838.27222358652,21029064245,37009.699500436735,75045566372
000807.SZ,90220.01258061882,97758633225,95814.21726422437,905552496551
000825.SZ,38727.071684759656,67219326324,41015.23191912207,268345286516
000830.SZ,111215.00330830038,35319672181,118218.75501552694,405062860054
000831.SZ,312830.05238169467,143211836407,12130.975851828643,4419301656722
000869.SZ,266375.0323918725,2925512413,284720.2334913035,81025474250
000878.SZ,106884.09703538372,83965788928,115603.83241941582,929494621281
000883.SZ,40801.34558108843,50785832372,42995.0555369647,213388750339
000887.SZ,144535.758829177,84516634170,155536.44976912235,1262219125615
000898.SZ,24142.43506721474,60616193913,25414.404396307767,150127313113
000930.SZ,78601.09232624024,26982980738,84185.37555243722,219714127683
000932.SZ,39430.38937220851,86032611413,41175.399157732885,347014438059
000937.SZ,59362.493045915944,76706974740,63205.126873286965,466938460540
000960.SZ,113288.19341201284,76391583765,120951.06302509614,899965594960
000961.SZ,19632.00301261211,82498952783,20896.894866171526,166801046947
000967.SZ,46086.67042160843,14399358679,49207.90412845722,67989241636
000987.SZ,55260.656727248635,46440059101,58761.05059803813,263489873304
000988.SZ,167087.91503532763,79816547458,179941.8653991007,1388942009071
000990.SZ,87716.37514473363,13094788021,92727.02424870446,118269932406
000997.SZ,133235.30164627102,38629297207,143467.7168091497,529469444097
000998.SZ,142102.53691002476,97509884854,154304.43909036933,1455043160874
000999.SZ,498903.77227168286,47912571335,557083.1648240343,2485034248007
001203.SZ,115565.94573320757,74295918471,124152.03725599077,885353106616
001872.SZ,135337.04366679245,3228970028,143150.92916968054,45127526520
001914.SZ,127927.067438939,16561540551,138715.1845651583,223943312558
002002.SZ,32124.87380977739,85909741862,34040.22652082233,283169273714
002010.SZ,48605.04002711181,27583603087,51467.491748769855,137755407364
002019.SZ,106313.98309911093,23598125307,115696.30766547864,259768031729
002025.SZ,760951.5771774008,7599285625,826910.2584761895,600548527383
002028.SZ,338620.5150678027,22104312677,357182.1866993507,770759844293
002030.SZ,173067.34565538575,70553954805,186062.14563555815,1256673146706
002048.SZ,141040.71200079116,27883384831,151312.85137848018,403181929666
002056.SZ,176609.87743944753,156277704004,188545.91551810416,2870532492250
002065.SZ,59570.34890472236,110622647750,63904.98849903941,674979064945
002078.SZ,98750.34370990128,123946083867,108819.52667576382,1266833339284
002080.SZ,176475.98176857037,36776441454,187101.16514084034,667993638670
002081.SZ,43359.2743008115,22148420633,46089.60467013968,98631869443
002110.SZ,41045.04040750821,17117834548,44003.26793843819,72878581468
002124.SZ,59957.67960239889,219252543399,63413.15372803209,1347164277060
002127.SZ,44376.19109797759,65540690454,47373.88072391166,297784354455
002128.SZ,120331.36895489739,38020917372,127928.91245835817,471920708515
002131.SZ,16616.850658930456,127485191046,17720.49159941905,219531933721
002138.SZ,206388.57744911397,21615061002,222139.21363408986,463921694047
002146.SZ,19278.48863831462,194380015559,20574.425829908607,384530765857
002152.SZ,91476.04830685465,75511772864,97806.90198455656,709069704038
002153.SZ,123502.32729029025,21508458575,133142.76915026607,276078409815
002155.SZ,127967.55946997281,58779132730,138005.41170954276,777834052646
